signal_date,execution_date,code,side,gross_value,cost
2023-01-03,2023-01-04,1216,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,2412,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,2002,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,3034,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,4938,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,1513,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,2308,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,2885,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,3293,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,2317,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,1301,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,3231,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,2881,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,1102,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,2891,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,2347,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,2371,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,2886,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,1101,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,3711,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,2357,BUY,0.04536721356842624,0.00008733188611922052
2023-01-03,2023-01-04,2474,BUY,0.04536721356842624,0.00008733188611922052
2023-03-16,2023-03-17,1216,SELL,0.04728897148055323,0.00023289818454172467
2023-03-16,2023-03-17,3034,SELL,0.009190221844844373,0.000045261842585858547
2023-03-16,2023-03-17,4938,SELL,0.04852569046243058,0.00023898902552747065
2023-03-16,2023-03-17,1513,SELL,0.010440290955039906,0.00005141843295357154
2023-03-16,2023-03-17,2885,SELL,0.045471987733711326,0.0002239495395885283
2023-03-16,2023-03-17,3293,SELL,0.009458131938012773,0.00004658129979471291
2023-03-16,2023-03-17,3231,SELL,0.005330722711145083,0.00002625380935238954
2023-03-16,2023-03-17,1102,SELL,0.04804901929660905,0.0002366414200357996
2023-03-16,2023-03-17,2347,SELL,0.046825719588392566,0.0002306166689728334
2023-03-16,2023-03-17,2371,SELL,0.04196794108203124,0.00020669210982900388
2023-03-16,2023-03-17,1101,SELL,0.0006073760645107576,2.9913271177154816e-6
2023-03-16,2023-03-17,3711,SELL,0.004110925144346134,0.00002024630633590471
2023-03-16,2023-03-17,2357,SELL,0.04419752482080569,0.00021767280974246804
2023-03-16,2023-03-17,2474,SELL,0.0004883699834180438,2.4052221683338663e-6
2023-03-16,2023-03-17,2412,BUY,0.0011634187031794511,2.2395810036204435e-6
2023-03-16,2023-03-17,2002,BUY,0.002147277746761602,4.1335096625160845e-6
2023-03-16,2023-03-17,2308,BUY,0.003189257633357344,6.139320944212888e-6
2023-03-16,2023-03-17,2317,BUY,0.0010479709113029832,2.0173440042582427e-6
2023-03-16,2023-03-17,1301,BUY,0.002412437060452839,4.643941341371715e-6
2023-03-16,2023-03-17,2881,BUY,0.004144269576615932,7.97771893498567e-6
2023-03-16,2023-03-17,2891,BUY,0.00549724963549961,0.000010582205548336748
2023-03-16,2023-03-17,2886,BUY,0.0010494832986965596,2.0202553499908774e-6
2023-03-16,2023-03-17,2303,BUY,0.04840384497907945,0.00009317740158472795
2023-03-16,2023-03-17,2382,BUY,0.04840384497907945,0.00009317740158472795
2023-03-16,2023-03-17,2301,BUY,0.04840384497907945,0.00009317740158472795
2023-03-16,2023-03-17,2892,BUY,0.04840384497907945,0.00009317740158472795
2023-03-16,2023-03-17,4904,BUY,0.04840384497907945,0.00009317740158472795
2023-03-16,2023-03-17,2449,BUY,0.04840384497907945,0.00009317740158472795
2023-03-16,2023-03-17,2379,BUY,0.04840384497907945,0.00009317740158472795
2023-05-19,2023-05-22,1513,SELL,0.003767525969975649,0.000018555065402130073
2023-05-19,2023-05-22,3231,SELL,0.021359573454952437,0.00010519589926564076
2023-05-19,2023-05-22,2881,SELL,0.0014757739583437998,7.268186744843215e-6
2023-05-19,2023-05-22,2891,SELL,0.004132589678019896,0.00002035300416424799
2023-05-19,2023-05-22,2886,SELL,0.002320549153596585,0.000011428704581463182
2023-05-19,2023-05-22,2474,SELL,0.049922548231857315,0.0002458685500418973
2023-05-19,2023-05-22,2382,SELL,0.015473083700304736,0.00007620493722400083
2023-05-19,2023-05-22,2301,SELL,0.0027811455832301574,0.000013697141997408526
2023-05-19,2023-05-22,2892,SELL,0.05232848105846424,0.00025771776921293643
2023-05-19,2023-05-22,4904,SELL,0.05371397143248061,0.00026454130930496703
2023-05-19,2023-05-22,2449,SELL,0.04575023317311976,0.00022531989837761487
2023-05-19,2023-05-22,2412,BUY,0.0005773788902957992,1.1114543638194135e-6
2023-05-19,2023-05-22,2002,BUY,0.00587670023018133,0.000011312647943099061
2023-05-19,2023-05-22,3034,BUY,0.005371394287694143,0.000010339934003811225
2023-05-19,2023-05-22,2308,BUY,0.0007260315323220798,1.3976106997200035e-6
2023-05-19,2023-05-22,3293,BUY,0.004777127713459294,9.195970848409141e-6
2023-05-19,2023-05-22,2317,BUY,0.0040650302017014184,7.825183138275231e-6
2023-05-19,2023-05-22,1301,BUY,0.000890307263049834,1.7138414813709306e-6
2023-05-19,2023-05-22,1101,BUY,0.0019714168566603244,3.7949774490711244e-6
2023-05-19,2023-05-22,3711,BUY,0.0038229300525813624,7.359140351219123e-6
2023-05-19,2023-05-22,2303,BUY,0.0073284858589485555,0.00001410733527847597
2023-05-19,2023-05-22,2379,BUY,0.006981677921191396,0.000013439729998293438
2023-05-19,2023-05-22,1216,BUY,0.0522267750316608,0.00010053654193594705
2023-05-19,2023-05-22,2330,BUY,0.0522267750316608,0.00010053654193594705
2023-05-19,2023-05-22,1303,BUY,0.0522267750316608,0.00010053654193594705
2023-05-19,2023-05-22,2882,BUY,0.0522267750316608,0.00010053654193594705
2023-07-20,2023-07-21,2002,SELL,0.052368024344371086,0.0002579125198960276
2023-07-20,2023-07-21,1513,SELL,0.0546298063669247,0.0002690517963571042
2023-07-20,2023-07-21,2308,SELL,0.00027955312277555544,1.3767991296696107e-6
2023-07-20,2023-07-21,3293,SELL,0.002482136160088376,0.000012224520588435253
2023-07-20,2023-07-21,3231,SELL,0.133203976561297,0.0006560295845643878
2023-07-20,2023-07-21,1101,SELL,0.05132343935900823,0.00025276793884311554
2023-07-20,2023-07-21,2382,SELL,0.03671663533163678,0.00018082942900831116
2023-07-20,2023-07-21,2301,SELL,0.02550979714702211,0.00012563575094908392
2023-07-20,2023-07-21,1216,SELL,0.05201870023073787,0.00025619209863638403
2023-07-20,2023-07-21,1303,SELL,0.04787597815616236,0.00023578919241909964
2023-07-20,2023-07-21,2412,BUY,0.011663370982373092,0.000022451989141068202
2023-07-20,2023-07-21,3034,BUY,0.0043347209998979095,8.344337924803476e-6
2023-07-20,2023-07-21,2317,BUY,0.004210693362000751,8.105584721851446e-6
2023-07-20,2023-07-21,1301,BUY,0.012853054107475382,0.00002474212915689011
2023-07-20,2023-07-21,2881,BUY,0.006602434927781746,0.000012709687235979861
2023-07-20,2023-07-21,2891,BUY,0.00562843271721169,0.000010834732980632504
2023-07-20,2023-07-21,2886,BUY,0.0044832964613945175,8.630345688184446e-6
2023-07-20,2023-07-21,3711,BUY,0.004778317859545454,9.198261879625e-6
2023-07-20,2023-07-21,2303,BUY,0.01043093671977588,0.00002007955318556857
2023-07-20,2023-07-21,2379,BUY,0.005215198513215352,0.000010039257137939552
2023-07-20,2023-07-21,2330,BUY,0.0064257471439316165,0.000012369563252068362
2023-07-20,2023-07-21,2882,BUY,0.008981968762640978,0.000017290289868083884
2023-07-20,2023-07-21,2357,BUY,0.0612799143083257,0.00011796383504352698
2023-07-20,2023-07-21,1477,BUY,0.0612799143083257,0.00011796383504352698
2023-07-20,2023-07-21,2383,BUY,0.0612799143083257,0.00011796383504352698
2023-07-20,2023-07-21,3008,BUY,0.0612799143083257,0.00011796383504352698
2023-07-20,2023-07-21,6472,BUY,0.0612799143083257,0.00011796383504352698
2023-07-20,2023-07-21,3661,BUY,0.0612799143083257,0.00011796383504352698
2023-09-19,2023-09-20,3034,SELL,0.002485134508570311,0.000012239287454708781
2023-09-19,2023-09-20,3293,SELL,0.06131185877520918,0.00030196090446790524
2023-09-19,2023-09-20,2881,SELL,0.0003740199525212734,1.8420482661672717e-6
2023-09-19,2023-09-20,3711,SELL,0.0005179338822201285,2.550824369934133e-6
2023-09-19,2023-09-20,2382,SELL,0.06563373416582123,0.0003232461407666696
2023-09-19,2023-09-20,2301,SELL,0.056066164892607365,0.0002761258620960913
2023-09-19,2023-09-20,2379,SELL,0.003047246726971306,0.000015007690130333684
2023-09-19,2023-09-20,2882,SELL,0.00003537008486667603,1.741976679683795e-7
2023-09-19,2023-09-20,2357,SELL,0.07082750032138752,0.00034882543908283355
2023-09-19,2023-09-20,1477,SELL,0.0013841245660394519,6.816813487744301e-6
2023-09-19,2023-09-20,2383,SELL,0.08326771997206034,0.0004100935208623972
2023-09-19,2023-09-20,6472,SELL,0.05292895664840099,0.0002606751114933749
2023-09-19,2023-09-20,3661,SELL,0.013456390051662687,0.00006627272100443873
2023-09-19,2023-09-20,2412,BUY,0.001789057158672376,3.443935030444324e-6
2023-09-19,2023-09-20,2308,BUY,0.005826156396316631,0.000011215351062909515
2023-09-19,2023-09-20,2317,BUY,0.0025519123226691635,4.9124312211381395e-6
2023-09-19,2023-09-20,1301,BUY,0.0029131635356626612,5.607839806150623e-6
2023-09-19,2023-09-20,2891,BUY,0.002548109490101154,4.905110768444721e-6
2023-09-19,2023-09-20,2886,BUY,0.002258168988830282,4.346975303498293e-6
2023-09-19,2023-09-20,2303,BUY,0.0008800182493754326,1.6940351300477078e-6
2023-09-19,2023-09-20,2330,BUY,0.0045820096791850465,8.820368632431214e-6
2023-09-19,2023-09-20,3008,BUY,0.004074408143920321,7.843235677046618e-6
2023-09-19,2023-09-20,2327,BUY,0.06351681858086893,0.00012226987576817268
2023-09-19,2023-09-20,6285,BUY,0.06351681858086893,0.00012226987576817268
2023-09-19,2023-09-20,3044,BUY,0.06351681858086893,0.00012226987576817268
2023-09-19,2023-09-20,2474,BUY,0.06351681858086893,0.00012226987576817268
2023-09-19,2023-09-20,2603,BUY,0.06351681858086893,0.00012226987576817268
2023-09-19,2023-09-20,1319,BUY,0.06351681858086893,0.00012226987576817268
2023-11-21,2023-11-22,3034,SELL,0.005755666404038573,0.000028346657039889976
2023-11-21,2023-11-22,2881,SELL,4.9810992639037766e-6,2.4531913874726103e-8
